EmployeeNumber,Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Emp_count,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
1836,26,No,Travel_Rarely,572,Sales,10,3,Medical,1,3,Male                ,46,3,2,Sales Executive                         ,4,Single                                  ,4684.0,9125.0,1,Y         ,No        ,13.0,3,1,80,0,5.0,4,3,5.0,3.0,1.0,2.0
1837,58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1,Male                ,87,3,4,Research Director                       ,3,Married                                 ,15787.0,21624.0,2,Y         ,Yes       ,14.0,3,2,80,0,23.0,3,3,2.0,2.0,2.0,2.0
1839,18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,2,Female              ,33,3,1,Research Scientist                      ,3,Single                                  ,1514.0,8018.0,1,Y         ,No        ,16.0,3,3,80,0,0.0,4,1,0.0,0.0,0.0,0.0
1842,31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,4,Male                ,89,4,1,Human Resources                         ,1,Married                                 ,2956.0,21495.0,0,Y         ,No        ,17.0,3,3,80,0,2.0,4,3,1.0,0.0,0.0,0.0
1844,29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1,Male                ,56,2,1,Human Resources                         ,1,Divorced                                ,2335.0,3157.0,4,Y         ,Yes       ,15.0,3,4,80,3,4.0,3,3,2.0,2.0,2.0,0.0
1845,45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,3,Female              ,67,3,2,Sales Executive                         ,3,Married                                 ,5154.0,19665.0,4,Y         ,No        ,22.0,4,2,80,2,10.0,3,4,8.0,7.0,5.0,7.0
1847,36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,4,Female              ,73,3,2,Research Scientist                      ,2,Married                                 ,6962.0,19573.0,4,Y         ,Yes       ,22.0,4,4,80,1,15.0,2,3,1.0,0.0,0.0,0.0
1849,43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1,Male                ,92,3,2,Sales Executive                         ,4,Married                                 ,5675.0,19246.0,1,Y         ,No        ,20.0,4,3,80,1,7.0,5,3,7.0,7.0,7.0,7.0
1850,27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,4,Female              ,53,3,1,Laboratory Technician                   ,4,Single                                  ,2379.0,19826.0,0,Y         ,Yes       ,14.0,3,3,80,0,6.0,3,2,5.0,4.0,0.0,2.0
1852,29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,4,Male                ,40,3,1,Laboratory Technician                   ,4,Married                                 ,3812.0,7003.0,1,Y         ,No        ,13.0,3,2,80,0,11.0,3,4,11.0,8.0,3.0,10.0
1853,32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,4,Male                ,79,3,2,Sales Executive                         ,4,Single                                  ,4648.0,26075.0,8,Y         ,No        ,13.0,3,3,80,0,4.0,2,4,0.0,0.0,0.0,0.0
1854,42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,3,Male                ,38,3,1,Research Scientist                      ,3,Married                                 ,2936.0,6161.0,3,Y         ,No        ,22.0,4,2,80,2,10.0,1,2,6.0,3.0,3.0,3.0
1856,47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,2,Female              ,64,3,1,Laboratory Technician                   ,3,Single                                  ,2105.0,5411.0,4,Y         ,No        ,12.0,3,3,80,0,7.0,2,3,2.0,2.0,2.0,0.0
1857,46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,4,Male                ,82,3,3,Manufacturing Director                  ,4,Divorced                                ,8578.0,19989.0,3,Y         ,No        ,14.0,3,3,80,1,12.0,4,2,9.0,8.0,4.0,7.0
1858,28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,3,Male                ,43,3,1,Human Resources                         ,4,Divorced                                ,2706.0,10494.0,1,Y         ,No        ,15.0,3,2,80,1,3.0,2,3,3.0,2.0,2.0,2.0
1859,29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,4,Male                ,93,1,2,Healthcare Representative               ,3,Divorced                                ,6384.0,21143.0,8,Y         ,No        ,17.0,3,4,80,2,11.0,3,3,7.0,0.0,1.0,6.0
1860,42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,4,Male                ,81,3,1,Laboratory Technician                   ,3,Single                                  ,3968.0,13624.0,4,Y         ,No        ,13.0,3,4,80,0,8.0,3,3,0.0,0.0,0.0,0.0
1862,32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,3,Male                ,82,2,2,Sales Executive                         ,2,Single                                  ,9907.0,26186.0,7,Y         ,Yes       ,12.0,3,3,80,0,7.0,3,2,2.0,2.0,2.0,2.0
1863,46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1,Female              ,45,4,4,Sales Executive                         ,1,Divorced                                ,13225.0,7739.0,2,Y         ,No        ,12.0,3,4,80,1,25.0,5,3,19.0,17.0,2.0,8.0
1864,27,No,Travel_Rarely,728,Sales,23,1,Medical,1,2,Female              ,36,2,2,Sales Representative                    ,3,Married                                 ,3540.0,7018.0,1,Y         ,No        ,21.0,4,4,80,1,9.0,5,3,9.0,8.0,5.0,8.0
1865,29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,4,Male                ,87,2,1,Human Resources                         ,2,Married                                 ,2804.0,15434.0,1,Y         ,No        ,11.0,3,4,80,0,1.0,3,3,1.0,0.0,0.0,0.0
1866,43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1,Female              ,81,2,5,Manager                                 ,3,Married                                 ,19392.0,22539.0,7,Y         ,No        ,13.0,3,4,80,0,21.0,2,3,16.0,12.0,6.0,14.0
1867,48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,4,Male                ,91,2,5,Research Director                       ,2,Married                                 ,19665.0,13583.0,4,Y         ,No        ,12.0,3,4,80,0,29.0,3,3,22.0,10.0,12.0,9.0
1868,29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,4,Male                ,73,2,1,Research Scientist                      ,4,Single                                  ,2439.0,14753.0,1,Y         ,Yes       ,24.0,4,2,80,0,1.0,3,2,1.0,0.0,1.0,0.0
1869,46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,3,Female              ,64,3,3,Sales Executive                         ,2,Married                                 ,7314.0,14011.0,5,Y         ,No        ,21.0,4,3,80,3,14.0,2,3,8.0,7.0,0.0,7.0
1870,27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,4,Female              ,77,2,1,Research Scientist                      ,1,Married                                 ,4774.0,23844.0,0,Y         ,No        ,19.0,3,4,80,1,8.0,2,2,7.0,6.0,7.0,3.0
1871,39,No,Travel_Rarely,835,Research & Development,19,4,Other,1,4,Male                ,41,3,2,Research Scientist                      ,4,Divorced                                ,3902.0,5141.0,8,Y         ,No        ,14.0,3,2,80,3,7.0,2,3,2.0,2.0,2.0,2.0
1873,55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,2,Male                ,98,2,1,Research Scientist                      ,4,Married                                 ,2662.0,7975.0,8,Y         ,No        ,20.0,4,2,80,1,19.0,2,4,5.0,2.0,0.0,4.0
1875,28,No,Travel_Rarely,1172,Sales,3,3,Medical,1,2,Female              ,78,3,1,Sales Representative                    ,2,Married                                 ,2856.0,3692.0,1,Y         ,No        ,19.0,3,4,80,1,1.0,3,3,1.0,0.0,0.0,0.0
1876,30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,2,Male                ,89,3,1,Sales Representative                    ,4,Single                                  ,1081.0,16019.0,1,Y         ,No        ,13.0,3,3,80,0,1.0,3,2,1.0,0.0,0.0,0.0
1878,22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,4,Male                ,75,3,1,Research Scientist                      ,2,Single                                  ,2472.0,26092.0,1,Y         ,Yes       ,23.0,4,1,80,0,1.0,2,3,1.0,0.0,0.0,0.0
1880,36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,2,Female              ,63,2,2,Sales Executive                         ,3,Married                                 ,5673.0,6060.0,1,Y         ,Yes       ,13.0,3,1,80,1,10.0,4,3,10.0,9.0,1.0,7.0
1881,31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,2,Male                ,89,3,2,Laboratory Technician                   ,3,Divorced                                ,4197.0,18624.0,1,Y         ,No        ,11.0,3,1,80,1,10.0,2,3,10.0,8.0,0.0,2.0
1882,34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,3,Male                ,64,3,3,Sales Executive                         ,4,Married                                 ,9713.0,24444.0,2,Y         ,Yes       ,13.0,3,4,80,3,9.0,3,3,5.0,3.0,1.0,0.0
1883,29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,4,Male                ,59,3,1,Laboratory Technician                   ,1,Single                                  ,2062.0,19384.0,3,Y         ,No        ,14.0,3,2,80,0,11.0,2,3,3.0,2.0,1.0,2.0
1885,37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,4,Male                ,78,3,2,Research Scientist                      ,1,Married                                 ,4284.0,13588.0,5,Y         ,Yes       ,22.0,4,3,80,1,16.0,2,3,5.0,3.0,0.0,4.0
1886,35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,4,Female              ,44,2,2,Manufacturing Director                  ,2,Married                                 ,4788.0,25388.0,0,Y         ,Yes       ,11.0,3,4,80,0,4.0,2,3,3.0,2.0,0.0,2.0
1888,45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,2,Female              ,93,2,2,Manufacturing Director                  ,4,Married                                 ,5906.0,23888.0,0,Y         ,No        ,13.0,3,4,80,2,10.0,2,2,9.0,8.0,3.0,8.0
1890,36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,2,Male                ,94,2,2,Human Resources                         ,4,Single                                  ,3886.0,4223.0,1,Y         ,No        ,21.0,4,4,80,0,10.0,2,2,10.0,1.0,0.0,8.0
1892,40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1,Male                ,98,3,4,Manager                                 ,1,Divorced                                ,16823.0,18991.0,2,Y         ,No        ,11.0,3,1,80,1,22.0,3,3,19.0,7.0,11.0,16.0
1893,26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,2,Female              ,90,2,1,Research Scientist                      ,3,Married                                 ,2933.0,14908.0,1,Y         ,Yes       ,13.0,3,3,80,1,1.0,3,2,1.0,0.0,1.0,0.0
1898,27,No,Travel_Rarely,511,Sales,2,2,Medical,1,1,Female              ,89,4,2,Sales Executive                         ,3,Single                                  ,6500.0,26997.0,0,Y         ,No        ,14.0,3,2,80,0,9.0,5,2,8.0,7.0,0.0,7.0
1900,48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,4,Female              ,58,3,4,Manager                                 ,4,Divorced                                ,17174.0,2437.0,3,Y         ,No        ,11.0,3,2,80,1,24.0,3,3,22.0,17.0,4.0,7.0
1903,44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,2,Male                ,78,4,2,Healthcare Representative               ,1,Married                                 ,5033.0,9364.0,2,Y         ,No        ,15.0,3,4,80,1,10.0,5,3,2.0,0.0,2.0,2.0
1905,34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,4,Male                ,85,1,1,Research Scientist                      ,1,Married                                 ,2307.0,14460.0,1,Y         ,Yes       ,23.0,4,2,80,1,5.0,2,3,5.0,2.0,3.0,0.0
1907,56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1,Male                ,97,3,1,Laboratory Technician                   ,4,Single                                  ,2587.0,10261.0,1,Y         ,No        ,16.0,3,4,80,0,5.0,3,3,4.0,2.0,1.0,0.0
1908,36,No,Travel_Rarely,335,Sales,17,2,Marketing,1,3,Male                ,33,2,2,Sales Executive                         ,2,Married                                 ,5507.0,16822.0,2,Y         ,No        ,16.0,3,3,80,2,12.0,1,1,4.0,2.0,1.0,3.0
1909,41,No,Travel_Rarely,337,Sales,8,3,Marketing,1,3,Female              ,54,3,2,Sales Executive                         ,2,Married                                 ,4393.0,26841.0,5,Y         ,No        ,21.0,4,3,80,1,14.0,3,3,5.0,4.0,1.0,4.0
1911,42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,3,Male                ,83,3,3,Research Director                       ,1,Married                                 ,13348.0,14842.0,9,Y         ,No        ,13.0,3,2,80,1,18.0,3,4,13.0,7.0,5.0,7.0
1912,31,No,Travel_Rarely,1079,Sales,10,2,Medical,1,3,Female              ,86,3,2,Sales Executive                         ,4,Divorced                                ,6583.0,20115.0,2,Y         ,Yes       ,11.0,3,4,80,1,8.0,2,3,5.0,2.0,1.0,4.0
1915,34,No,Travel_Rarely,735,Sales,3,1,Medical,1,4,Female              ,75,2,2,Sales Executive                         ,4,Married                                 ,8103.0,16495.0,3,Y         ,Yes       ,12.0,3,3,80,0,9.0,3,2,4.0,2.0,0.0,1.0
1916,31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1,Female              ,62,4,1,Laboratory Technician                   ,3,Divorced                                ,3978.0,16031.0,8,Y         ,No        ,12.0,3,2,80,1,4.0,0,2,2.0,2.0,2.0,2.0
1918,26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,3,Male                ,61,4,1,Laboratory Technician                   ,4,Married                                 ,2544.0,7102.0,0,Y         ,No        ,18.0,3,1,80,1,8.0,3,3,7.0,7.0,7.0,7.0
1922,45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,2,Male                ,44,3,2,Healthcare Representative               ,3,Single                                  ,5399.0,14511.0,4,Y         ,No        ,12.0,3,3,80,0,12.0,3,3,4.0,2.0,0.0,3.0
1924,33,No,Travel_Rarely,217,Sales,10,4,Marketing,1,2,Male                ,43,3,2,Sales Executive                         ,3,Single                                  ,5487.0,10410.0,1,Y         ,No        ,14.0,3,2,80,0,10.0,2,2,10.0,4.0,0.0,9.0
1927,28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1,3,Male                ,42,2,2,Sales Executive                         ,4,Married                                 ,6834.0,19255.0,1,Y         ,Yes       ,12.0,3,3,80,1,7.0,2,3,7.0,7.0,0.0,7.0
1928,29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,3,Male                ,45,4,1,Sales Representative                    ,1,Single                                  ,1091.0,10642.0,1,Y         ,No        ,17.0,3,4,80,0,1.0,3,3,1.0,0.0,0.0,0.0
1929,39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,1,Female              ,32,1,2,Sales Executive                         ,3,Married                                 ,5736.0,3987.0,6,Y         ,No        ,19.0,3,3,80,1,10.0,1,3,3.0,2.0,1.0,2.0
1931,27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,2,Male                ,41,3,1,Research Scientist                      ,2,Married                                 ,2226.0,6073.0,1,Y         ,No        ,11.0,3,3,80,1,6.0,3,2,5.0,3.0,1.0,2.0
1932,34,No,Travel_Frequently,735,Research & Development,22,4,Other,1,3,Male                ,86,2,2,Research Scientist                      ,4,Married                                 ,5747.0,26496.0,1,Y         ,Yes       ,15.0,3,2,80,0,16.0,3,3,15.0,10.0,6.0,11.0
1933,28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1,4,Female              ,84,3,2,Sales Executive                         ,3,Single                                  ,9854.0,23352.0,3,Y         ,Yes       ,11.0,3,4,80,0,6.0,0,3,2.0,0.0,2.0,2.0
1934,47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,3,Male                ,64,3,2,Research Scientist                      ,2,Married                                 ,5467.0,2125.0,8,Y         ,No        ,18.0,3,3,80,1,16.0,4,4,8.0,7.0,1.0,7.0
1935,56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,4,Female              ,89,2,2,Sales Executive                         ,1,Married                                 ,5380.0,20328.0,4,Y         ,No        ,16.0,3,3,80,1,6.0,3,3,0.0,0.0,0.0,0.0
1936,39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1,Male                ,87,3,2,Manufacturing Director                  ,1,Married                                 ,5151.0,12315.0,1,Y         ,No        ,25.0,4,4,80,1,10.0,3,3,10.0,0.0,7.0,9.0
1937,38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,4,Female              ,58,2,2,Research Scientist                      ,2,Divorced                                ,2133.0,18115.0,1,Y         ,Yes       ,16.0,3,3,80,1,20.0,3,3,20.0,11.0,0.0,7.0
1938,58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1,4,Female              ,72,3,4,Manager                                 ,4,Married                                 ,17875.0,11761.0,4,Y         ,Yes       ,13.0,3,3,80,1,29.0,2,2,1.0,0.0,0.0,0.0
1939,32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1,Female              ,47,4,1,Research Scientist                      ,3,Single                                  ,2432.0,15318.0,3,Y         ,Yes       ,14.0,3,1,80,0,8.0,2,3,4.0,1.0,0.0,3.0
