EmployeeNumber,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
1693,4,Male                ,76,3,1,Laboratory Technician                   ,4,Single                                  ,2570.0,11925.0,1,Y         ,No        ,20.0,4,3,80,0,7.0,5,3,7.0,7.0,5.0,7.0
1694,1,Male                ,94,2,1,Research Scientist                      ,2,Divorced                                ,3537.0,23737.0,5,Y         ,No        ,12.0,3,4,80,1,8.0,1,3,4.0,2.0,1.0,2.0
1696,2,Male                ,57,2,2,Laboratory Technician                   ,4,Married                                 ,3986.0,11912.0,1,Y         ,No        ,14.0,3,3,80,1,15.0,3,4,15.0,10.0,4.0,13.0
1697,3,Male                ,92,1,3,Healthcare Representative               ,4,Divorced                                ,10883.0,20467.0,3,Y         ,No        ,20.0,4,3,80,1,19.0,2,4,1.0,0.0,0.0,0.0
1698,2,Male                ,79,4,1,Laboratory Technician                   ,2,Married                                 ,2028.0,13637.0,1,Y         ,No        ,18.0,3,4,80,3,14.0,6,3,14.0,11.0,2.0,13.0
1700,3,Male                ,31,1,2,Sales Executive                         ,4,Divorced                                ,9525.0,7677.0,1,Y         ,No        ,14.0,3,3,80,2,6.0,2,2,6.0,3.0,1.0,3.0
1701,2,Female              ,35,2,1,Research Scientist                      ,4,Married                                 ,2929.0,20338.0,1,Y         ,No        ,12.0,3,2,80,0,10.0,3,3,10.0,9.0,8.0,7.0
1702,3,Male                ,99,3,1,Sales Representative                    ,4,Divorced                                ,2275.0,25103.0,1,Y         ,Yes       ,21.0,4,2,80,1,3.0,2,3,3.0,2.0,0.0,2.0
1703,3,Female              ,96,4,3,Healthcare Representative               ,4,Married                                 ,7879.0,14810.0,1,Y         ,Yes       ,19.0,3,2,80,1,9.0,2,3,8.0,7.0,6.0,7.0
1704,1,Male                ,79,2,1,Research Scientist                      ,4,Single                                  ,4930.0,13970.0,0,Y         ,Yes       ,14.0,3,3,80,0,6.0,2,4,5.0,4.0,1.0,4.0
1706,4,Male                ,73,3,2,Sales Executive                         ,4,Married                                 ,7847.0,6069.0,1,Y         ,Yes       ,17.0,3,1,80,1,10.0,3,3,10.0,9.0,8.0,8.0
1707,3,Male                ,62,4,1,Research Scientist                      ,3,Married                                 ,4401.0,17616.0,1,Y         ,No        ,16.0,3,4,80,1,5.0,1,3,5.0,3.0,0.0,4.0
1708,4,Male                ,35,3,3,Sales Executive                         ,3,Single                                  ,9241.0,15869.0,1,Y         ,No        ,12.0,3,2,80,0,10.0,3,3,10.0,8.0,8.0,7.0
1709,4,Female              ,43,3,1,Laboratory Technician                   ,3,Married                                 ,2974.0,25412.0,9,Y         ,No        ,17.0,3,3,80,1,9.0,2,3,5.0,3.0,1.0,2.0
1710,3,Female              ,51,3,2,Sales Representative                    ,4,Single                                  ,4502.0,7439.0,3,Y         ,No        ,15.0,3,3,80,0,17.0,2,2,13.0,7.0,6.0,7.0
1712,3,Male                ,74,2,3,Healthcare Representative               ,3,Married                                 ,10748.0,3395.0,3,Y         ,No        ,23.0,4,4,80,1,25.0,3,2,23.0,15.0,14.0,4.0
1714,4,Male                ,58,1,1,Human Resources                         ,3,Married                                 ,1555.0,11585.0,1,Y         ,No        ,11.0,3,3,80,1,1.0,2,3,1.0,0.0,0.0,0.0
1716,3,Male                ,82,1,4,Sales Executive                         ,3,Married                                 ,12936.0,24164.0,7,Y         ,No        ,11.0,3,3,80,0,25.0,3,1,23.0,5.0,14.0,10.0
1718,4,Male                ,62,1,1,Laboratory Technician                   ,3,Married                                 ,2305.0,6217.0,1,Y         ,No        ,15.0,3,3,80,3,3.0,3,4,3.0,2.0,0.0,2.0
1719,4,Female              ,48,2,4,Research Director                       ,2,Single                                  ,16704.0,17119.0,1,Y         ,No        ,11.0,3,3,80,0,21.0,2,3,21.0,6.0,8.0,6.0
1720,1,Male                ,56,3,1,Research Scientist                      ,3,Married                                 ,3433.0,17360.0,6,Y         ,No        ,13.0,3,1,80,1,10.0,3,2,5.0,2.0,1.0,3.0
1721,2,Male                ,69,3,1,Laboratory Technician                   ,3,Married                                 ,3477.0,18103.0,1,Y         ,No        ,14.0,3,4,80,1,6.0,2,4,5.0,2.0,0.0,3.0
1722,3,Male                ,60,1,2,Human Resources                         ,2,Married                                 ,6430.0,20794.0,6,Y         ,No        ,19.0,3,2,80,1,10.0,4,3,3.0,2.0,1.0,2.0
1724,2,Female              ,92,3,2,Manufacturing Director                  ,1,Married                                 ,6516.0,5041.0,2,Y         ,Yes       ,16.0,3,2,80,1,18.0,3,3,1.0,0.0,0.0,0.0
1725,2,Male                ,91,3,1,Laboratory Technician                   ,1,Divorced                                ,3907.0,3622.0,1,Y         ,No        ,13.0,3,2,80,3,6.0,2,4,6.0,2.0,1.0,2.0
1727,3,Male                ,34,3,2,Healthcare Representative               ,2,Single                                  ,5562.0,9697.0,6,Y         ,No        ,14.0,3,4,80,0,19.0,3,3,10.0,7.0,0.0,9.0
1728,4,Male                ,49,3,2,Manufacturing Director                  ,3,Married                                 ,6883.0,5151.0,2,Y         ,No        ,16.0,3,2,80,1,17.0,3,3,7.0,7.0,0.0,7.0
1729,2,Male                ,33,3,1,Research Scientist                      ,4,Married                                 ,2862.0,3811.0,1,Y         ,No        ,12.0,3,2,80,1,10.0,2,2,10.0,0.0,0.0,8.0
1731,3,Male                ,87,3,2,Sales Executive                         ,2,Married                                 ,4978.0,3536.0,7,Y         ,No        ,11.0,3,4,80,1,4.0,3,1,1.0,0.0,0.0,0.0
1732,3,Male                ,74,3,3,Sales Executive                         ,4,Divorced                                ,10368.0,5596.0,4,Y         ,Yes       ,12.0,3,2,80,1,13.0,5,2,10.0,6.0,0.0,3.0
1733,2,Male                ,96,2,2,Sales Executive                         ,1,Divorced                                ,6134.0,8658.0,5,Y         ,Yes       ,13.0,3,2,80,3,16.0,3,3,2.0,2.0,2.0,2.0
1734,1,Male                ,34,1,2,Sales Executive                         ,2,Single                                  ,6735.0,12147.0,6,Y         ,No        ,15.0,3,2,80,0,10.0,2,3,0.0,0.0,0.0,0.0
1735,3,Female              ,51,3,1,Laboratory Technician                   ,2,Single                                  ,3295.0,12862.0,1,Y         ,No        ,13.0,3,3,80,0,3.0,3,1,3.0,2.0,1.0,2.0
1736,4,Female              ,30,3,2,Manufacturing Director                  ,4,Single                                  ,5238.0,6670.0,2,Y         ,No        ,20.0,4,4,80,0,9.0,3,2,5.0,4.0,1.0,4.0
1737,4,Male                ,77,3,2,Laboratory Technician                   ,4,Married                                 ,6472.0,8989.0,1,Y         ,Yes       ,15.0,3,4,80,1,9.0,2,3,9.0,8.0,5.0,8.0
1739,4,Male                ,80,1,3,Sales Executive                         ,3,Married                                 ,9610.0,3840.0,3,Y         ,No        ,13.0,3,3,80,1,10.0,2,1,4.0,3.0,0.0,2.0
1740,2,Male                ,88,3,5,Manager                                 ,2,Single                                  ,19833.0,4349.0,1,Y         ,No        ,14.0,3,2,80,0,21.0,3,2,21.0,8.0,12.0,8.0
1744,3,Female              ,56,1,3,Human Resources                         ,3,Married                                 ,9756.0,6595.0,4,Y         ,No        ,21.0,4,3,80,2,9.0,2,4,5.0,0.0,0.0,3.0
1745,4,Female              ,78,2,1,Research Scientist                      ,1,Single                                  ,4968.0,26427.0,0,Y         ,No        ,16.0,3,4,80,0,10.0,2,3,9.0,7.0,0.0,7.0
1746,1,Male                ,59,3,1,Human Resources                         ,4,Married                                 ,2145.0,2097.0,0,Y         ,No        ,14.0,3,4,80,1,3.0,2,3,2.0,2.0,2.0,1.0
1747,3,Female              ,66,2,1,Human Resources                         ,4,Divorced                                ,2180.0,9732.0,6,Y         ,No        ,11.0,3,3,80,1,6.0,0,2,4.0,2.0,1.0,2.0
1749,1,Male                ,51,3,2,Sales Executive                         ,3,Married                                 ,8346.0,20943.0,1,Y         ,No        ,19.0,3,3,80,1,6.0,3,3,5.0,2.0,0.0,2.0
1751,3,Female              ,67,3,1,Research Scientist                      ,4,Single                                  ,3445.0,6152.0,1,Y         ,No        ,11.0,3,3,80,0,6.0,5,2,6.0,2.0,1.0,4.0
1752,2,Female              ,52,1,1,Sales Representative                    ,2,Single                                  ,2760.0,14630.0,1,Y         ,No        ,13.0,3,3,80,0,2.0,3,3,2.0,2.0,2.0,2.0
1753,4,Male                ,70,4,2,Healthcare Representative               ,3,Single                                  ,6294.0,23060.0,8,Y         ,Yes       ,12.0,3,4,80,0,10.0,5,4,3.0,2.0,0.0,2.0
1754,3,Male                ,94,2,3,Sales Executive                         ,1,Divorced                                ,7140.0,3088.0,2,Y         ,No        ,11.0,3,1,80,1,12.0,2,3,7.0,7.0,1.0,7.0
1755,4,Male                ,97,4,1,Research Scientist                      ,4,Married                                 ,2932.0,5586.0,0,Y         ,Yes       ,14.0,3,1,80,3,6.0,3,3,5.0,0.0,1.0,2.0
1756,4,Female              ,62,3,2,Sales Executive                         ,2,Single                                  ,5147.0,10697.0,8,Y         ,No        ,15.0,3,4,80,0,13.0,2,2,11.0,7.0,1.0,7.0
1757,4,Female              ,80,3,2,Sales Executive                         ,4,Single                                  ,4507.0,8191.0,3,Y         ,No        ,12.0,3,3,80,0,8.0,1,4,5.0,1.0,0.0,4.0
1758,1,Female              ,74,3,3,Sales Executive                         ,1,Single                                  ,8564.0,10092.0,2,Y         ,Yes       ,20.0,4,3,80,0,11.0,2,2,0.0,0.0,0.0,0.0
1760,3,Female              ,75,2,1,Laboratory Technician                   ,2,Married                                 ,2468.0,15963.0,4,Y         ,No        ,14.0,3,2,80,1,9.0,4,2,6.0,1.0,0.0,5.0
1761,1,Male                ,70,3,3,Sales Executive                         ,3,Married                                 ,8161.0,19002.0,2,Y         ,No        ,13.0,3,1,80,3,10.0,2,3,1.0,0.0,0.0,0.0
1762,4,Female              ,91,2,1,Research Scientist                      ,1,Divorced                                ,2109.0,10007.0,1,Y         ,No        ,13.0,3,3,80,1,1.0,2,3,1.0,0.0,0.0,0.0
1763,3,Male                ,58,4,2,Healthcare Representative               ,3,Married                                 ,5294.0,9128.0,3,Y         ,No        ,16.0,3,3,80,1,10.0,3,3,7.0,0.0,1.0,7.0
1764,2,Male                ,65,3,1,Research Scientist                      ,2,Single                                  ,2718.0,17674.0,2,Y         ,No        ,14.0,3,2,80,0,12.0,3,3,7.0,7.0,0.0,7.0
1766,2,Male                ,60,1,2,Healthcare Representative               ,4,Married                                 ,5811.0,24539.0,3,Y         ,Yes       ,16.0,3,3,80,1,15.0,2,3,1.0,0.0,1.0,0.0
1767,3,Male                ,38,2,1,Research Scientist                      ,3,Married                                 ,2437.0,15587.0,9,Y         ,Yes       ,16.0,3,4,80,1,6.0,4,3,1.0,0.0,0.0,0.0
1768,2,Male                ,57,3,1,Laboratory Technician                   ,2,Divorced                                ,2766.0,8952.0,8,Y         ,No        ,22.0,4,2,80,3,7.0,6,2,5.0,3.0,0.0,4.0
1770,3,Male                ,60,2,5,Research Director                       ,1,Married                                 ,19038.0,19805.0,8,Y         ,No        ,12.0,3,2,80,3,34.0,2,3,1.0,0.0,0.0,0.0
1771,4,Male                ,90,3,2,Research Scientist                      ,2,Divorced                                ,3055.0,6194.0,5,Y         ,No        ,15.0,3,4,80,2,11.0,2,2,9.0,8.0,1.0,7.0
1772,3,Male                ,94,3,1,Laboratory Technician                   ,1,Divorced                                ,2289.0,20520.0,1,Y         ,No        ,20.0,4,2,80,2,5.0,2,3,5.0,3.0,0.0,4.0
1774,4,Male                ,87,3,2,Sales Executive                         ,3,Divorced                                ,4001.0,12313.0,1,Y         ,Yes       ,14.0,3,3,80,1,15.0,3,3,15.0,14.0,0.0,7.0
1775,1,Female              ,60,2,4,Manufacturing Director                  ,3,Married                                 ,12965.0,22308.0,4,Y         ,Yes       ,20.0,4,4,80,3,27.0,2,2,3.0,2.0,0.0,2.0
1778,2,Male                ,97,3,1,Human Resources                         ,4,Single                                  ,3539.0,5033.0,0,Y         ,No        ,13.0,3,2,80,0,10.0,5,3,9.0,7.0,1.0,8.0
1779,4,Female              ,32,1,2,Sales Executive                         ,4,Single                                  ,6029.0,25353.0,5,Y         ,No        ,12.0,3,1,80,0,6.0,3,3,2.0,2.0,2.0,2.0
1780,2,Male                ,31,3,1,Sales Representative                    ,2,Single                                  ,2679.0,4567.0,1,Y         ,No        ,13.0,3,2,80,0,1.0,3,3,1.0,0.0,1.0,0.0
1782,4,Female              ,40,2,1,Laboratory Technician                   ,3,Married                                 ,3702.0,16376.0,1,Y         ,No        ,11.0,3,2,80,1,5.0,3,3,5.0,4.0,0.0,4.0
1783,3,Female              ,79,3,1,Laboratory Technician                   ,1,Married                                 ,2398.0,15999.0,1,Y         ,Yes       ,17.0,3,3,80,0,1.0,6,3,1.0,0.0,0.0,0.0
1784,1,Female              ,91,2,2,Sales Executive                         ,4,Married                                 ,5468.0,13402.0,1,Y         ,No        ,14.0,3,1,80,2,13.0,3,3,12.0,7.0,5.0,7.0
1786,1,Female              ,53,3,3,Manager                                 ,3,Married                                 ,13116.0,22984.0,2,Y         ,No        ,11.0,3,4,80,0,15.0,2,3,2.0,2.0,2.0,2.0
1787,2,Male                ,46,2,2,Sales Executive                         ,2,Married                                 ,4189.0,8800.0,1,Y         ,No        ,14.0,3,1,80,2,5.0,2,3,5.0,2.0,0.0,3.0
1789,3,Male                ,46,3,5,Research Director                       ,4,Divorced                                ,19328.0,14218.0,7,Y         ,Yes       ,17.0,3,3,80,1,24.0,3,3,2.0,1.0,2.0,2.0
1790,4,Male                ,90,3,3,Healthcare Representative               ,1,Married                                 ,8321.0,25949.0,7,Y         ,Yes       ,13.0,3,4,80,1,15.0,1,3,12.0,8.0,5.0,7.0
1792,3,Male                ,99,3,1,Research Scientist                      ,2,Divorced                                ,2342.0,11092.0,1,Y         ,Yes       ,12.0,3,3,80,3,6.0,2,2,5.0,3.0,2.0,3.0
1794,3,Male                ,89,3,2,Human Resources                         ,2,Divorced                                ,4071.0,12832.0,2,Y         ,No        ,13.0,3,3,80,0,19.0,4,2,10.0,0.0,4.0,7.0
1797,3,Male                ,84,3,2,Sales Executive                         ,4,Single                                  ,5813.0,13492.0,1,Y         ,Yes       ,18.0,3,4,80,0,10.0,2,3,10.0,7.0,7.0,7.0
1798,4,Male                ,90,4,1,Research Scientist                      ,1,Married                                 ,3143.0,6076.0,6,Y         ,No        ,19.0,3,2,80,1,14.0,1,3,10.0,8.0,7.0,6.0
1799,3,Male                ,82,3,1,Research Scientist                      ,4,Married                                 ,2044.0,5531.0,1,Y         ,No        ,11.0,3,3,80,1,5.0,6,4,5.0,3.0,0.0,3.0
1800,3,Male                ,65,3,3,Research Director                       ,3,Single                                  ,13464.0,7914.0,7,Y         ,No        ,21.0,4,3,80,0,9.0,3,3,4.0,3.0,2.0,2.0
1801,2,Male                ,98,2,2,Sales Executive                         ,2,Single                                  ,7991.0,25166.0,8,Y         ,No        ,15.0,3,3,80,0,6.0,3,3,2.0,2.0,2.0,2.0
1802,3,Female              ,99,3,1,Laboratory Technician                   ,1,Married                                 ,3377.0,25605.0,4,Y         ,No        ,17.0,3,4,80,1,7.0,5,2,4.0,3.0,0.0,2.0
1803,2,Male                ,95,4,2,Healthcare Representative               ,1,Married                                 ,5538.0,5696.0,5,Y         ,No        ,18.0,3,3,80,2,10.0,2,2,0.0,0.0,0.0,0.0
